name,gender,ethnicity
cuauhtemoc,boy,native american
cuauhtemotzin,boy,native american
cuba,boy,native american
cuitlahuac,boy,native american
cuitlahuatzin,boy,native american
dakota,boygirl,native american
denali,boy,native american
donoma,girl,native american
dyani,girl,native american
elan,boygirl,native american
geniinewab,boy,native american
goyahkla,boy,native american
goyathlay,boy,native american
guatemoc,boy,native american
guatimozin,boy,native american
haloke,girl,native american
huacaltzintli,girl,native american
huitzilihuitl,boy,native american
isi,boygirl,native american
itzcoatl,boy,native american
jalen,boy,native american
kachina,girl,native american
kaneenawup,boy,native american
kimama,girl,native american
maiara,girl,native american
maquilla,boy,native american
maquinna,boy,native american
matlalatzin,girl,native american
methotase,girl,native american
methotaske,girl,native american
miakoda,girl,native american
millaray,girl,native american
misae,girl,native american
missouri,girl,native american
moctezuma,boy,native american
moema,girl,native american
montezuma,boy,native american
muskowekwan,boy,native american
nahuel,boy,native american
naira,girl,native american
namid,girl,native american
nanook,boy,native american
nayeli,girl,native american
niviarsiaq,girl,native american
nizhoni,girl,native american
nokomis,girl,native american
nuka,boygirl,native american
oneida,girl,native american
pipaluk,girl,native american
pocahontas,girl,native american
quanah,boy,native american
rayen,girl,native american
sacagawea,girl,native american
sacnite,girl,native american
sakakawea,girl,native american
saqui,girl,native american
sayen,girl,native american
sequoia,boygirl,native american
shasta,boy,native american
shenandoah,boygirl,native american
shikoba,boygirl,native american
sissinnguaq,girl,native american
tadita,girl,native american
tahoe,boy,native american
takoda,boy,native american
tamaya,girl,native american
tecumseh,boy,native american
tennessee,boy,native american
tex,boy,native american
texas,boy,native american
tiriaq,boy,native american
tizoc,boy,native american
tizocicatzin,boy,native american
tucson,boy,native american
tupaarnaq,girl,native american
ujarak,boy,native american
ukaleq,girl,native american
ulloriaq,girl,native american
uqalik,girl,native american
wapasha,boy,native american
wayna,boy,native american
wayra,boy,native american
winona,girl,native american
xochitl,girl,native american
zyanya,girl,native american
ahe,boy,hawaiian
aheahe,boy,hawaiian
ailani,girl,hawaiian
akamai,boy,hawaiian
akamu,boy,hawaiian
akela,boygirl,hawaiian
akoni,boy,hawaiian
alani,girl,hawaiian
alika,boy,hawaiian
aloha,boygirl,hawaiian
anakoni,boy,hawaiian
ano,boy,hawaiian
anuhea,girl,hawaiian
aolani,boy,hawaiian
aoloa,boy,hawaiian
aouli,boy,hawaiian
apikalia,girl,hawaiian
ekewaka,boy,hawaiian
elikapeka,girl,hawaiian
haku,boy,hawaiian
hanale,boy,hawaiian
hani,boy,hawaiian
hanini,boy,hawaiian
haukea,girl,hawaiian
haulani,boy,hawaiian
haunani,girl,hawaiian
healani,boygirl,hawaiian
hikialani,boy,hawaiian
hokulani,girl,hawaiian
holokai,boy,hawaiian
honi,boy,hawaiian
iakopa,boy,hawaiian
iekika,girl,hawaiian
ikaia,boy,hawaiian
ikaika,boy,hawaiian
ioane,boy,hawaiian
iokepa,boy,hawaiian
iokua,boy,hawaiian
iolana,girl,hawaiian
iwalani,girl,hawaiian
kahale,boy,hawaiian
kahawai,boy,hawaiian
kahiau,boy,hawaiian
kahikilani,boy,hawaiian
kahikina,boy,hawaiian
kahili,boy,hawaiian
kaholo,boy,hawaiian
kahoni,boy,hawaiian
kahua,boy,hawaiian
kahula,boygirl,hawaiian
kahuna,boy,hawaiian
kai,boygirl,hawaiian
kaiholo,boy,hawaiian
kaikane,boy,hawaiian
kaiko,boy,hawaiian
kaili,boy,hawaiian
kaimana,boygirl,hawaiian
kainalu,boy,hawaiian
kainoa,boygirl,hawaiian
kaipo,boygirl,hawaiian
kakalina,girl,hawaiian
kala,girl,hawaiian
kalama,boygirl,hawaiian
kalani,boygirl,hawaiian
kale,boy,hawaiian
kalea,girl,hawaiian
kaleho,boy,hawaiian
kalei,boy,hawaiian
kalena,girl,hawaiian
kaleo,boy,hawaiian
kaliko,boygirl,hawaiian
kalino,boy,hawaiian
kalua,boygirl,hawaiian
kamaka,boygirl,hawaiian
kamalei,boy,hawaiian
kamuela,boy,hawaiian
kana,boy,hawaiian
kanani,boy,hawaiian
kaniela,boy,hawaiian
kanoa,boygirl,hawaiian
kanuha,boy,hawaiian
kanye,boy,hawaiian
kapena,boy,hawaiian
kapueo,boy,hawaiian
kapula,boy,hawaiian
kapuni,boy,hawaiian
kaui,boy,hawaiian
kaulana,boygirl,hawaiian
kawai,boygirl,hawaiian
kawelo,boygirl,hawaiian
kawena,boy,hawaiian
kawika,boy,hawaiian
kawikani,boy,hawaiian
keahi,boy,hawaiian
keahilani,boy,hawaiian
keaka,boygirl,hawaiian
keala,boy,hawaiian
kealamauloa,boy,hawaiian
kealani,boy,hawaiian
kealoha,boy,hawaiian
kealohi,boy,hawaiian
kealohilani,boy,hawaiian
keanu,boy,hawaiian
keao,boygirl,hawaiian
keawe,boygirl,hawaiian
kehaulani,girl,hawaiian
keiki,boy,hawaiian
keikilani,boy,hawaiian
kekepania,girl,hawaiian
kekoa,boygirl,hawaiian
kelani,boy,hawaiian
keoki,boy,hawaiian
keola,boygirl,hawaiian
keonaona,boygirl,hawaiian
keone,boygirl,hawaiian
kepano,boy,hawaiian
kilikina,girl,hawaiian
kilohana,boy,hawaiian
kimo,boy,hawaiian
kini,boygirl,hawaiian
koa,boy,hawaiian
konane,boy,hawaiian
konani,boygirl,hawaiian
kualii,boy,hawaiian
kukane,boy,hawaiian
kulani,boy,hawaiian
lahahana,boy,hawaiian
lahela,girl,hawaiian
lanakila,boygirl,hawaiian
lani,girl,hawaiian
leialoha,boygirl,hawaiian
leilani,girl,hawaiian
leimomi,girl,hawaiian
leinani,girl,hawaiian
leolani,boy,hawaiian
likeke,boy,hawaiian
lilinoe,girl,hawaiian
lokelani,girl,hawaiian
lono,boygirl,hawaiian
lopaka,boy,hawaiian
luana,girl,hawaiian
mahealani,girl,hawaiian
maile,girl,hawaiian
makaio,boy,hawaiian
makamae,boygirl,hawaiian
makana,boygirl,hawaiian
makani,boygirl,hawaiian
makanui,boygirl,hawaiian
makoa,boy,hawaiian
maleko,boy,hawaiian
malie,girl,hawaiian
maui,boy,hawaiian
mele,girl,hawaiian
mikala,boy,hawaiian
mililani,girl,hawaiian
moana,boygirl,hawaiian
moani,boygirl,hawaiian
momilani,girl,hawaiian
nalani,girl,hawaiian
noelani,boy,hawaiian
nohea,boygirl,hawaiian
pauahi,boygirl,hawaiian
peni,boy,hawaiian
pika,boy,hawaiian
puanani,girl,hawaiian
tua,boy,hawaiian
ululani,girl,hawaiian
uluwehi,boy,hawaiian
waiola,girl,hawaiian
wikolia,girl,hawaiian
adalberto,boy,portuguese
adao,boy,portuguese
adriano,boy,portuguese
afonso,boy,portuguese
agostinho,boy,portuguese
agueda,girl,portuguese
aleixo,boy,portuguese
aline,girl,portuguese
aloisio,boy,portuguese
amanda,girl,portuguese
andreia,girl,portuguese
arsenio,boy,portuguese
augusta,girl,portuguese
aurelio,boy,portuguese
aurora,girl,portuguese
balduino,boy,portuguese
bartolomeu,boy,portuguese
belinha,girl,portuguese
benedito,boy,portuguese
bento,boy,portuguese
bia,girl,portuguese
branca,girl,portuguese
bras,boy,portuguese
brigida,girl,portuguese
caetano,boy,portuguese
carlinhos,boy,portuguese
carlito,boy,portuguese
carlitos,boy,portuguese
carmo,boygirl,portuguese
cassandra,girl,portuguese
catia,girl,portuguese
celso,boy,portuguese
chica,girl,portuguese
chico,boy,portuguese
cintia,girl,portuguese
clara,girl,portuguese
clarissa,girl,portuguese
claudio,boy,portuguese
cloe,girl,portuguese
cristiano,boy,portuguese
cristovao,boy,portuguese
dado,boy,portuguese
danilo,boy,portuguese
davi,boy,portuguese
diana,girl,portuguese
dinis,boy,portuguese
diogo,boy,portuguese
domingos,boy,portuguese
dores,girl,portuguese
doroteia,girl,portuguese
du,boy,portuguese
duda,boy,portuguese
dudu,boy,portuguese
edite,girl,portuguese
edu,boy,portuguese
elisabete,girl,portuguese
emilio,boy,portuguese
erasmo,boy,portuguese
erico,boy,portuguese
estela,girl,portuguese
estevao,boy,portuguese
faustino,boy,portuguese
fausto,boy,portuguese
felipinho,boy,portuguese
fernao,boy,portuguese
filipe,boy,portuguese
frederico,boy,portuguese
gaspar,boy,portuguese
genoveva,girl,portuguese
gertrudes,girl,portuguese
gloria,girl,portuguese
graca,girl,portuguese
gualter,boy,portuguese
guilherme,boy,portuguese
heitor,boy,portuguese
iolanda,girl,portuguese
iria,girl,portuguese
jaco,boy,portuguese
jeronimo,boy,portuguese
joaozinho,boy,portuguese
jonatas,boy,portuguese
jordao,boy,portuguese
jorginho,boy,portuguese
judite,girl,portuguese
julinha,girl,portuguese
leonor,girl,portuguese
lorena,girl,portuguese
lourenco,boy,portuguese
luciano,boy,portuguese
luisinho,boy,portuguese
luzia,girl,portuguese
manoel,boy,portuguese
manoela,girl,portuguese
marco,boy,portuguese
margarida,girl,portuguese
mariazinha,girl,portuguese
marina,girl,portuguese
marinho,boy,portuguese
marissa,girl,portuguese
martim,boy,portuguese
mauro,boy,portuguese
micaela,girl,portuguese
nelinha,girl,portuguese
nelinho,boy,portuguese
neves,girl,portuguese
nicolau,boy,portuguese
olavo,boy,portuguese
otavio,boy,portuguese
renata,girl,portuguese
renato,boy,portuguese
rita,girl,portuguese
roldao,boy,portuguese
roque,boy,portuguese
rosa,girl,portuguese
rosana,girl,portuguese
rute,girl,portuguese
sabina,girl,portuguese
salomao,boy,portuguese
sebastiao,boy,portuguese
severino,boy,portuguese
silvio,boy,portuguese
simao,boy,portuguese
tatiana,girl,portuguese
tavares,boy,portuguese
teresinha,girl,portuguese
tiago,boy,portuguese
tito,boy,portuguese
tristao,boy,portuguese
valerio,boy,portuguese
vicente,boy,portuguese
virginia,girl,portuguese
vitoria,girl,portuguese
abha,girl,sanskrit
aditi,girl,sanskrit
agni,boy,sanskrit
aishwarya,girl,sanskrit
ajit,boy,sanskrit
akash,boy,sanskrit
akhil,boy,sanskrit
akhila,girl,sanskrit
amala,girl,sanskrit
amar,boy,sanskrit
amit,boy,sanskrit
amita,girl,sanskrit
amrit,boy,sanskrit
amrita,girl,sanskrit
anand,boy,sanskrit
ananda,girl,sanskrit
anandi,girl,sanskrit
anil,boy,sanskrit
anila,girl,sanskrit
anish,boy,sanskrit
anjali,girl,sanskrit
ankita,girl,sanskrit
anuj,boy,sanskrit
anuja,girl,sanskrit
anupam,boy,sanskrit
anupama,girl,sanskrit
aravind,boy,sanskrit
archan,boy,sanskrit
beryl,girl,sanskrit
bodhi,boygirl,sanskrit
brahma,boy,sanskrit
chandan,boy,sanskrit
chandana,girl,sanskrit
chandra,boygirl,sanskrit
chetan,boy,sanskrit
chetana,girl,sanskrit
dakini,girl,sanskrit
dalai,girl,sanskrit
damayanti,girl,sanskrit
darshana,girl,sanskrit
deo,boy,sanskrit
deodan,boy,sanskrit
dev,boy,sanskrit
deval,boy,sanskrit
devdan,boy,sanskrit
devi,girl,sanskrit
devika,girl,sanskrit
dharma,girl,sanskrit
drisana,girl,sanskrit
durga,girl,sanskrit
falit,boy,sanskrit
gautam,boy,sanskrit
gautama,boy,sanskrit
gotam,boy,sanskrit
gotama,boy,sanskrit
harish,boy,sanskrit
harisha,boy,sanskrit
harshad,boy,sanskrit
ila,girl,sanskrit
india,girl,sanskrit
indira,girl,sanskrit
indu,girl,sanskrit
jai,boy,sanskrit
jaiman,boy,sanskrit
jitendra,boy,sanskrit
jitinder,boy,sanskrit
kali,girl,sanskrit
kalidasa,boy,sanskrit
kalpana,girl,sanskrit
kamini,girl,sanskrit
kanta,girl,sanskrit
kapila,boy,sanskrit
karan,boy,sanskrit
karma,girl,sanskrit
karna,boy,sanskrit
kashi,girl,sanskrit
kasi,girl,sanskrit
kaur,girl,sanskrit
kausalya,girl,sanskrit
kavita,girl,sanskrit
kirtida,girl,sanskrit
kumara,boy,sanskrit
kumari,girl,sanskrit
kunala,boy,sanskrit
kunti,girl,sanskrit
lakshmana,boy,sanskrit
lakshmi,girl,sanskrit
lata,girl,sanskrit
lavanya,girl,sanskrit
laxman,boy,sanskrit
laxmi,girl,sanskrit
madhava,boy,sanskrit
madhavi,girl,sanskrit
madhukar,boy,sanskrit
madhuri,girl,sanskrit
mala,girl,sanskrit
malati,girl,sanskrit
malini,girl,sanskrit
mandeep,boygirl,sanskrit
manila,girl,sanskrit
manish,boy,sanskrit
manisha,girl,sanskrit
mitul,boy,sanskrit
mohandas,boy,sanskrit
mohini,girl,sanskrit
mridula,girl,sanskrit
mukesh,boy,sanskrit
mukta,girl,sanskrit
mukul,boy,sanskrit
murali,boy,sanskrit
nalini,girl,sanskrit
nanda,boy,sanskrit
nandini,girl,sanskrit
nandita,girl,sanskrit
neelam,boygirl,sanskrit
neha,girl,sanskrit
nikhila,girl,sanskrit
nila,girl,sanskrit
nilima,girl,sanskrit
nirmala,girl,sanskrit
nirupama,girl,sanskrit
nirvana,girl,sanskrit
nisha,girl,sanskrit
nishant,boy,sanskrit
nitika,girl,sanskrit
nitya,boygirl,sanskrit
opal,girl,sanskrit
opaline,girl,sanskrit
padma,boygirl,sanskrit
pallab,boy,sanskrit
pallav,boy,sanskrit
pallavi,girl,sanskrit
pankaja,boy,sanskrit
pratima,girl,sanskrit
prema,girl,sanskrit
priya,girl,sanskrit
purnima,girl,sanskrit
pushpa,girl,sanskrit
ratan,boy,sanskrit
riya,girl,sanskrit
rohit,boy,sanskrit
shanta,girl,sanskrit
shreya,girl,sanskrit
singh,boy,sanskrit
sumeet,boy,sanskrit
tanaya,girl,sanskrit
uday,boy,sanskrit
uma,girl,sanskrit
usha,girl,sanskrit
vada,girl,sanskrit
veda,girl,sanskrit
vena,girl,sanskrit
vina,girl,sanskrit
yogi,boy,sanskrit
agata,girl,czech
ales,boy,czech
alois,boy,czech
alzbeta,girl,czech
anastazie,girl,czech
andel,boy,czech
andela,girl,czech
andrea,girl,czech
aneta,girl,czech
bara,girl,czech
barbora,girl,czech
bartolomej,boy,czech
bedrich,boy,czech
berta,girl,czech
blanka,girl,czech
daniela,girl,czech
darja,girl,czech
denisa,girl,czech
dominika,girl,czech
dorota,girl,czech
eduard,boy,czech
eliska,girl,czech
ester,girl,czech
evzen,boy,czech
filip,boy,czech
frantisek,boy,czech
frantiska,girl,czech
gabriela,girl,czech
hana,girl,czech
hedvika,girl,czech
honza,boy,czech
hubert,boy,czech
hynek,boy,czech
irena,girl,czech
irenka,girl,czech
iveta,girl,czech
ivona,girl,czech
izabela,girl,czech
jakub,boy,czech
janek,boy,czech
janicka,girl,czech
jindrich,boy,czech
jiri,boy,czech
jirina,girl,czech
jitka,girl,czech
jolana,girl,czech
josef,boy,czech
josefa,girl,czech
judita,girl,czech
kaja,girl,czech
kamila,girl,czech
karel,boy,czech
karolina,girl,czech
katerina,girl,czech
katka,girl,czech
klara,girl,czech
klaudie,girl,czech
klement,boy,czech
konrad,boy,czech
kornel,boy,czech
kornelie,girl,czech
krystof,boy,czech
kuba,boy,czech
leos,boy,czech
lida,girl,czech
lucie,girl,czech
ludek,boy,czech
ludvik,boy,czech
lukas,boy,czech
madlenka,girl,czech
marek,boy,czech
marie,girl,czech
marketa,girl,czech
matej,boy,czech
matous,boy,czech
matyas,boy,czech
michal,boy,czech
mikolas,boy,czech
mikula,boy,czech
mikulas,boy,czech
natalka,girl,czech
nikol,girl,czech
nikola,boygirl,czech
noemi,girl,czech
oldrich,boy,czech
ondrej,boy,czech
pasha,boy,czech
patrik,boy,czech
pavel,boy,czech
pavla,girl,czech
pavlina,girl,czech
petr,boy,czech
regina,girl,czech
rehor,boy,czech
renata,girl,czech
sabina,girl,czech
silvestr,boy,czech
stanislav,boy,czech
stepan,boy,czech
tadeas,boy,czech
teodor,boy,czech
tereza,girl,czech
vanda,girl,czech
vavrinec,boy,czech
viktor,boy,czech
vilem,boy,czech
vincenc,boy,czech
vit,boy,czech
vladimir,boy,czech
vladimira,girl,czech
vladislava,girl,czech
zikmund,boy,czech
zuzana,girl,czech
zuzka,girl,czech
aadolf,boy,finnish
aapeli,boy,finnish
aapo,boy,finnish
aatami,boy,finnish
adda,girl,finnish
akseli,boy,finnish
ale,boy,finnish
aleksanteri,boy,finnish
aliisa,girl,finnish
alpertti,boy,finnish
alvar,boy,finnish
anja,girl,finnish
anneli,girl,finnish
anniina,girl,finnish
annikki,girl,finnish
annukka,girl,finnish
antero,boy,finnish
antonni,boy,finnish
artturi,boy,finnish
aune,girl,finnish
camilla,girl,finnish
cecilia,girl,finnish
edvard,boy,finnish
edvin,boy,finnish
eelis,boy,finnish
eemeli,boy,finnish
eerika,girl,finnish
eerikki,boy,finnish
eetu,boy,finnish
eeva,girl,finnish
eevi,girl,finnish
eliina,girl,finnish
eliisa,girl,finnish
erno,boy,finnish
esa,boy,finnish
esteri,girl,finnish
fanni,girl,finnish
frans,boy,finnish
fredrik,boy,finnish
fredrika,girl,finnish
heikki,boy,finnish
helka,girl,finnish
helmi,girl,finnish
hesekiel,boy,finnish
hillevi,girl,finnish
iida,girl,finnish
iines,girl,finnish
iisakki,boy,finnish
inka,girl,finnish
inkeri,girl,finnish
irja,girl,finnish
ismo,boy,finnish
jaakko,boy,finnish
janne,boy,finnish
jarmo,boy,finnish
jonna,girl,finnish
joona,boy,finnish
jooseppi,boy,finnish
jouni,boy,finnish
juha,boy,finnish
juhani,boy,finnish
jukka,boy,finnish
jussi,boy,finnish
jyri,boy,finnish
kaapo,boy,finnish
kaarina,girl,finnish
kaarle,boy,finnish
kaija,girl,finnish
kaisa,girl,finnish
karoliina,girl,finnish
kata,girl,finnish
katariina,girl,finnish
kati,girl,finnish
katri,girl,finnish
kerttu,girl,finnish
kirsi,girl,finnish
kirsti,girl,finnish
krista,girl,finnish
kustaa,boy,finnish
lasse,boy,finnish
lassi,boy,finnish
liisa,girl,finnish
liisi,girl,finnish
lijla,girl,finnish
lotta,girl,finnish
loviisa,girl,finnish
luukas,boy,finnish
lyydia,girl,finnish
lyyti,girl,finnish
maaria,girl,finnish
maarika,girl,finnish
maarit,girl,finnish
maarku,boy,finnish
maija,girl,finnish
margareta,girl,finnish
mari,girl,finnish
martta,girl,finnish
martti,boy,finnish
matleena,girl,finnish
matti,boy,finnish
mauno,boy,finnish
mauri,boy,finnish
mikaela,girl,finnish
mikko,boy,finnish
nestori,boy,finnish
niilo,boy,finnish
nooa,boy,finnish
oili,girl,finnish
olavi,boy,finnish
olivia,girl,finnish
orvokki,girl,finnish
oskari,boy,finnish
paavo,boy,finnish
pasi,boy,finnish
pauli,boy,finnish
pekka,boy,finnish
pentti,boy,finnish
perttu,boy,finnish
petri,boy,finnish
petteri,boy,finnish
pirjo,girl,finnish
pirkko,girl,finnish
raakel,girl,finnish
raimo,boy,finnish
ransu,boy,finnish
rebekka,girl,finnish
reeta,girl,finnish
reino,boy,finnish
reko,boy,finnish
riku,boy,finnish
risto,boy,finnish
roope,boy,finnish
roopertti,boy,finnish
ruuta,girl,finnish
salomon,boy,finnish
samu,boy,finnish
samuli,boy,finnish
sauli,boy,finnish
senja,girl,finnish
seppo,boy,finnish
silja,girl,finnish
simo,boy,finnish
sohvi,girl,finnish
soini,boy,finnish
taavetti,boy,finnish
taavi,boy,finnish
tahvo,boy,finnish
taneli,boy,finnish
tapani,boy,finnish
tarja,girl,finnish
teppo,boy,finnish
teuvo,boy,finnish
toini,girl,finnish
tomi,boy,finnish
tuomas,boy,finnish
ulla,girl,finnish
valtteri,boy,finnish
vilhelm,boy,finnish
vilhelmi,boy,finnish
vilho,boy,finnish
ville,boy,finnish
vilppu,boy,finnish
adalberto,boy,italian
agata,girl,italian
alba,girl,italian
ale,boy,italian
alessa,girl,italian
alessandra,girl,italian
alessandro,boy,italian
alfio,boy,italian
allegra,girl,italian
alma,girl,italian
amadeo,boy,italian
amanda,girl,italian
ambrogio,boy,italian
amedeo,boy,italian
anastasia,girl,italian
angela,girl,italian
angelica,girl,italian
angelina,girl,italian
angelo,boy,italian
antonia,girl,italian
antonio,boy,italian
aria,girl,italian
ariana,girl,italian
aristide,boy,italian
armani,boy,italian
armida,girl,italian
arsenio,boy,italian
asia,girl,italian
augusta,girl,italian
aurelia,girl,italian
aurelio,boy,italian
aurora,girl,italian
bambi,girl,italian
barbara,girl,italian
beatrice,girl,italian
benedetto,boy,italian
benito,boy,italian
berenice,girl,italian
biaggio,boy,italian
bibiana,girl,italian
bice,girl,italian
bonavento,boy,italian
camilla,girl,italian
capriana,girl,italian
cara,girl,italian
carola,girl,italian
cassandra,girl,italian
cecilia,girl,italian
celeste,girl,italian
celia,girl,italian
celso,boy,italian
cesare,boy,italian
chiara,girl,italian
clara,girl,italian
clarissa,girl,italian
claudia,girl,italian
colombo,boy,italian
colonel,boy,italian
cornelia,girl,italian
cornelio,boy,italian
cosima,girl,italian
cosimo,boy,italian
cristiano,boy,italian
damiana,girl,italian
danilo,boy,italian
dante,boy,italian
daria,girl,italian
delia,girl,italian
demonte,boy,italian
diana,girl,italian
dino,boy,italian
domenico,boy,italian
donatello,boy,italian
donna,girl,italian
durante,boy,italian
emilia,girl,italian
emilio,boy,italian
enzo,boy,italian
ercole,boy,italian
eugenia,girl,italian
eugenio,boy,italian
eulalia,girl,italian
fabia,girl,italian
fabio,boy,italian
fabiola,girl,italian
fabrizio,boy,italian
faustina,girl,italian
faustino,boy,italian
fausto,boy,italian
febe,girl,italian
filippa,girl,italian
flavia,girl,italian
flavio,boy,italian
flora,girl,italian
francesca,girl,italian
franco,boy,italian
fulvia,girl,italian
gaetano,boy,italian
gaia,girl,italian
geronimo,boy,italian
giambattista,boy,italian
gina,girl,italian
giulia,girl,italian
giuliano,boy,italian
giustina,girl,italian
gloria,girl,italian
isa,girl,italian
isabella,girl,italian
jenoah,boy,italian
ladonna,girl,italian
lando,boy,italian
laura,girl,italian
lauretta,girl,italian
lazzaro,boy,italian
lia,girl,italian
lorena,girl,italian
lorenza,girl,italian
lorenzo,boy,italian
luciano,boy,italian
lucio,boy,italian
madonna,girl,italian
marcella,girl,italian
marcello,boy,italian
marco,boy,italian
marina,girl,italian
marino,boy,italian
mario,boy,italian
marissa,girl,italian
maurizio,boy,italian
mauro,boy,italian
micaela,girl,italian
michelangelo,boy,italian
napoleon,boy,italian
nazario,boy,italian
nero,boy,italian
nora,girl,italian
olivia,girl,italian
oriana,girl,italian
ottavio,boy,italian
palmiro,boy,italian
paola,girl,italian
paolo,boy,italian
pasquale,boy,italian
perla,girl,italian
placido,boy,italian
porfirio,boy,italian
priscilla,girl,italian
prospero,boy,italian
regina,girl,italian
renata,girl,italian
renato,boy,italian
renzo,boy,italian
ricci,boy,italian
rita,girl,italian
roma,girl,italian
romano,boy,italian
romeo,boy,italian
romolo,boy,italian
rosa,girl,italian
rosalia,girl,italian
rosetta,girl,italian
rufina,girl,italian
sabina,girl,italian
sabrina,girl,italian
salvatore,boy,italian
santino,boy,italian
saverio,boy,italian
scilla,girl,italian
sebastiano,boy,italian
serena,girl,italian
sergio,boy,italian
severin,boy,italian
severino,boy,italian
severo,boy,italian
silvano,boy,italian
silvestro,boy,italian
silvio,boy,italian
soren,boy,italian
stella,girl,italian
tatiana,girl,italian
tito,boy,italian
tonio,boy,italian
urbana,girl,italian
valentina,girl,italian
valentino,boy,italian
valerio,boy,italian
venetia,girl,italian
ventura,boy,italian
verona,girl,italian
veronica,girl,italian
vincenza,girl,italian
viola,girl,italian
virginia,girl,italian
vita,girl,italian
vitale,boy,italian
vito,boy,italian
zita,girl,italian
aifric,girl,irish
alby,boy,irish
aodh,boy,irish
bedelia,girl,irish
berit,girl,irish
biddy,girl,irish
birgit,girl,irish
birgitta,girl,irish
birte,girl,irish
braden,boy,irish
bree,girl,irish
brian,boy,irish
brianna,girl,irish
bridget,girl,irish
brigida,girl,irish
brita,girl,irish
britt,girl,irish
bryan,boy,irish
byrne,boy,irish
cairbre,boy,irish
caitriona,girl,irish
carey,boygirl,irish
casey,boygirl,irish
cassidy,boygirl,irish
ciara,girl,irish
clodagh,girl,irish
colleen,girl,irish
colm,boy,irish
conall,boy,irish
courtney,boygirl,irish
culkin,boy,irish
cullen,boy,irish
desmond,boy,irish
domnall,boy,irish
donnchad,boy,irish
duvessa,girl,irish
ennis,boygirl,irish
erskine,boy,irish
fallon,girl,irish
fenella,girl,irish
fergus,boy,irish
finian,boy,irish
finnian,boy,irish
finola,girl,irish
fiona,girl,irish
fionola,girl,irish
flannery,boygirl,irish
gilroy,boy,irish
gittan,girl,irish
gormlaith,girl,irish
jannon,boy,irish
kassidy,boygirl,irish
keavy,girl,irish
keira,girl,irish
keiran,boy,irish
kelly,boygirl,irish
kier,boy,irish
kieran,boy,irish
kiernan,boy,irish
kieron,boy,irish
kira,girl,irish
kyra,girl,irish
kyran,boy,irish
leary,boy,irish
mannix,boy,irish
marcas,boy,irish
moira,girl,irish
morna,girl,irish
nessa,girl,irish
neve,girl,irish
nora,girl,irish
nuala,girl,irish
oisin,boy,irish
peadar,boy,irish
piritta,girl,irish
pirjo,girl,irish
pirkko,girl,irish
quinn,boygirl,irish
reagan,boygirl,irish
regan,boygirl,irish
rian,boy,irish
rowan,boygirl,irish
ryan,boygirl,irish
sine,girl,irish
slaine,girl,irish
sloane,girl,irish
sorcha,girl,irish
viona,girl,irish
achilles,boy,greek
aegeus,boy,greek
aeneas,boy,greek
aesop,boy,greek
agafya,girl,greek
agamemnon,boy,greek
agape,girl,greek
agata,girl,greek
agatha,girl,greek
agda,girl,greek
aggie,girl,greek
agnes,girl,greek
agneta,girl,greek
agnete,girl,greek
agnetha,girl,greek
agnieszka,girl,greek
agot,girl,greek
agota,girl,greek
agueda,girl,greek
aileen,girl,greek
aindrea,boy,greek
ajax,boy,greek
alastair,boy,greek
ale,boy,greek
alec,boy,greek
alecta,girl,greek
alecto,girl,greek
aleixo,boy,greek
alejandra,girl,greek
alejandro,boy,greek
aleksander,boy,greek
aleksanteri,boy,greek
aleksy,boy,greek
alena,girl,greek
ales,boy,greek
alessa,girl,greek
alessandra,girl,greek
alessandro,boy,greek
aleta,girl,greek
alethea,girl,greek
alex,boygirl,greek
alexa,girl,greek
alexander,boy,greek
alexandra,girl,greek
alexandro,boy,greek
alexei,boy,greek
alexis,boygirl,greek
alfio,boy,greek
alika,boy,greek
alistaire,boy,greek
althea,girl,greek
alyona,girl,greek
alyosha,boy,greek
alyx,girl,greek
ambrogio,boy,greek
ambroos,boy,greek
ambrose,boy,greek
ambrosine,girl,greek
ambrosio,boy,greek
ambrus,boy,greek
amethyst,girl,greek
anastacio,boy,greek
anastasia,girl,greek
anastazie,girl,greek
anastazja,girl,greek
anatoli,boy,greek
anatolio,boy,greek
andel,boy,greek
andela,girl,greek
ander,boy,greek
anders,boy,greek
anderson,boy,greek
andras,boy,greek
andre,boy,greek
andrea,girl,greek
andreas,boy,greek
andrei,boy,greek
andreia,girl,greek
andres,boy,greek
andrew,boy,greek
andries,boy,greek
andrina,girl,greek
andris,boy,greek
andromeda,girl,greek
andronicus,boy,greek
andrzej,boy,greek
andy,boygirl,greek
andzelika,girl,greek
anfisa,girl,greek
ange,boy,greek
angel,boygirl,greek
angela,girl,greek
angelica,girl,greek
angelina,girl,greek
angelique,girl,greek
angelo,boy,greek
angie,girl,greek
angyalka,girl,greek
aniela,girl,greek
anielka,girl,greek
aniello,boy,greek
annis,girl,greek
anson,boy,greek
antero,boy,greek
anthea,girl,greek
antigone,girl,greek
antreas,boy,greek
apollo,boy,greek
apolonio,boy,greek
aquarius,boy,greek
arachne,girl,greek
arastoo,boy,greek
archelaus,boy,greek
archimedes,boy,greek
ares,boy,greek
aretha,girl,greek
argos,boy,greek
argus,boy,greek
ariadne,girl,greek
ariana,girl,greek
aries,boy,greek
arina,girl,greek
aristide,boy,greek
aristides,boy,greek
aristophanes,boy,greek
aristotle,boy,greek
arsen,boy,greek
